y_pre,rPicoBMA,xUnd,nVtaCO,kVtaOCC,lVtaNT,uPicoBin
0.2598880550808629,0.66,0.11599999999999999,0.0396680764249447,0.06098703067798054,0.09553588013126121,0.0
0.026147311588280462,0.33,0.364,0.10950268770988779,0.14989925362545053,0.7091511361525602,1.0
0.10123337543651088,0.33,0.028,0.023003128975690266,0.0,0.1011392483437558,0.0
0.017045595264630856,0.33,0.216,0.09705555364531399,0.10003689303856741,0.05829360411120054,0.0
0.028989276073011865,0.33,0.052000000000000005,0.004011507295212552,0.025896075148281638,0.05043031391245124,0.0
0.09813755355771851,0.33,0.064,0.036539100734678906,0.023058149104634336,0.028481208593895115,0.0
0.06483270178567006,0.33,0.152,0.0867058648236656,0.10667763998070211,0.056281344808371,0.0
0.04849295390940387,0.33,0.1,0.06439042281286891,0.030791497573573235,0.11559655748870039,0.0
0.11634098620501772,0.33,0.08399999999999999,0.05115244873866749,0.050940772483469086,0.025695003405361898,0.0
0.1572603214701439,0.66,0.172,0.15056906096344944,0.0,0.20754132871029657,0.0
0.13877529286474977,0.66,0.224,0.07511604717532579,0.17041745892102053,0.24413349018636615,1.0
0.16919904896351887,0.66,0.152,0.09474034086350559,0.09946930782983796,0.25349266299300355,1.0
0.0401094682616341,0.33,0.28400000000000003,0.14282112115898177,0.0748077305105429,0.32954615813262333,1.0
0.04651781955073433,0.33,0.076,0.06210959437930521,0.02128444532735477,0.018884279611169588,0.0
0.17439693389801128,0.66,0.064,0.04059645382755103,0.056758520872946056,0.03163890780756609,0.0
0.05060430443074027,0.33,0.216,0.0967747481346491,0.07584357351647417,0.4776484428208779,1.0
0.04992941526116353,0.33,0.124,0.049616614517071826,0.05399154298038993,0.03374404061668008,0.0
0.582937068132848,1.0,0.104,0.03610356565691297,0.0846411442517808,0.0,0.0
0.03779998514005498,0.33,0.452,0.7663927380256507,0.22249340182194852,0.39170949167234226,1.0
0.044641751492186146,0.33,0.036000000000000004,0.08201813201297437,0.0,0.0,0.0
0.2285088045174233,0.66,0.104,0.02709486641680707,0.07520504015665352,0.018481827750603676,0.0
0.0595326547291775,0.33,0.356,0.30100058453392015,0.12295314584101939,0.093802241347285,1.0
0.09008965500160983,0.33,0.144,0.05601210329058213,0.06896160286062945,0.028450250758466966,0.0
0.04203506947024296,0.33,0.132,0.08576831826152735,0.11252376763061556,0.00582007306049161,0.0
0.09244124130074052,0.33,0.108,0.029753922681062247,0.054346283735845845,0.043774379295399665,0.0
0.07927780667211531,0.33,0.128,0.10208712993845201,0.05363680222493402,0.10197510990031577,0.0
0.11889813507690021,0.66,0.072,0.13152013203589727,0.0,0.07367964831898953,0.0
0.06662208683161205,0.33,0.112,0.05282582035324187,0.035332179243408916,0.407250325057272,0.0
0.05517992916759541,0.33,0.104,0.05734163142270972,0.03597071260322956,0.13228283078447153,0.0
0.03720558733932684,0.33,0.104,0.06205228713223074,0.0,0.14082719336264007,0.0
0.032177972608168015,0.33,0.016,0.08091783286914463,0.0,0.0,0.0
0.09296753102013523,0.33,0.052000000000000005,0.04742747767882726,0.029940119760479042,0.0,0.0
0.055749560393293214,0.33,0.124,0.04175406021845523,0.13785225757016772,0.0838338183394217,0.0
0.14437674913936155,0.66,0.104,0.0318055221263281,0.06314385447115249,0.08761067426165563,0.0
0.11689204249944275,0.33,0.184,0.13413334250249287,0.1453727615858331,0.07494891957154355,0.0
0.2376941080318003,0.66,0.196,0.10507856823573909,0.08784800068110225,0.14150826574205932,0.0
0.04544666518067216,0.33,0.288,0.17224839253171956,0.1359366574907058,0.4591666150702743,1.0
0.12794288827798006,0.66,0.08399999999999999,0.04448188517919976,0.06399523228424668,0.0,0.0
0.08807922827352206,0.33,0.16,0.09252828112643124,0.08634389987796919,0.23394217076342022,0.0
0.10810610000742998,0.33,0.164,0.10824765899895701,0.058461276499134435,0.05299981425298743,0.0
0.06522153701364639,0.33,0.236,0.08832192919116551,0.1335669892442603,0.043093306915980435,0.0
0.04233226837060703,0.33,0.128,0.05190661211016745,0.05363680222493402,0.10141786886260912,0.0
0.2678381256656017,0.66,0.104,0.03928984859425323,0.06328575077333486,0.0,0.0
0.20917849270624367,0.66,0.36,0.1609760570321723,0.11724891449328831,0.6811033372546591,1.0
0.014661812417960721,0.33,0.28400000000000003,0.2912010452841866,0.0732894400771916,0.1319732524301901,0.0
0.07135250266240682,0.33,0.032,0.03397173606574287,0.0,0.014085815119806822,0.0
0.03664152859301087,0.33,0.152,0.029742461231647355,0.1416125095780004,0.0,0.0
0.06809569804591724,0.33,0.032,0.03248174764180678,0.0,0.12800755371184447,0.0
0.02984991455531615,0.33,0.104,0.0622815161205286,0.09145216675653432,0.005262832022784967,0.0
0.09332045471431756,0.33,0.032,0.05864823665600752,0.0,0.023373165748250883,0.0
0.19358174208088766,0.66,0.168,0.06257951380531582,0.10791213780968868,0.09466906073927311,0.0
0.027642593555737182,0.33,0.2,0.07051083680042178,0.1196185827397338,0.5490062534827564,1.0
0.031474601877306385,0.33,0.072,0.048315740008481475,0.0,0.04024518605659092,0.0
0.07459073234762365,0.33,0.024,0.07030911529071966,0.0,0.0,0.0
0.2628074151125641,0.66,0.176,0.04691171245515708,0.07249482078497034,0.12061172682806018,0.0
0.1575333729598534,0.66,0.272,0.3403534710999553,0.04576155745381275,0.3274100674880812,0.0
0.05352768903088392,0.33,0.248,0.17024722346387924,0.15636972500496638,0.019193857965451054,1.0
0.22673799440275408,0.66,0.036000000000000004,0.011517610517025984,0.0,0.26906228716488145,0.0
0.03996086881145206,0.33,0.312,0.15574963609898107,0.16452876238045236,0.3865704909912699,1.0
0.2075810486167868,0.66,0.036000000000000004,0.07369711973776204,0.0,0.03327967308525788,0.0
0.04701407979790475,0.33,0.34,0.21068436314456326,0.18452195135794763,0.09878645285121664,1.0
0.13636476211704684,0.66,0.104,0.015897030338456603,0.0872080483582598,0.0344018946195282,0.0
0.08436114619709241,0.33,0.2,0.08056252793728295,0.18652268921871898,0.08980868057705405,1.0
0.11457481982316665,0.33,0.068,0.15674678219807678,0.0,0.030957835428146865,0.0
0.06702454367585507,0.33,0.18,0.10119313688409036,0.11607117518517468,0.07884186737663303,0.0
0.04745213859375387,0.33,0.112,0.10090660064871804,0.0,0.09510247043526716,0.0
0.10637243975530625,0.33,0.076,0.09049960457999519,0.0,0.025351371432109467,0.0
0.1017596651559056,0.33,0.164,0.14137697853270526,0.053778698527116385,0.0651972014116773,0.0
0.0389627758377294,0.33,0.168,0.10510149113456888,0.09641853733291711,0.04708686768621138,0.0
0.10637708348812443,0.33,0.088,0.019003083129892608,0.08067939949484917,0.0,0.0
0.2397775961562276,0.66,0.228,0.08837923643823999,0.10103016715384397,0.10527985883227045,0.0
0.0899676796195854,0.33,0.264,0.25316049467615676,0.05504157561653943,0.42752770726270817,1.0
0.18629417737821038,0.66,0.164,0.06429873121754977,0.05654567641967251,0.1853290817906012,0.0
0.20400227852490282,0.66,0.168,0.18085021031759677,0.0,0.4755123521763358,0.0
0.17147757386631005,0.66,0.236,0.03658494653233848,0.11934897976558731,0.6933316822487772,1.0
0.10518983579760756,0.33,0.232,0.14989283544797075,0.05342395777166047,0.3684911151012321,0.0
0.08567315550932462,0.33,0.184,0.06011530218111382,0.0800153248006357,0.22153427032381895,0.0
0.06797186517076553,0.33,0.2,0.046166718243189034,0.11110338564577008,0.093802241347285,0.0
0.0891225202466751,0.33,0.136,0.07767424268472992,0.05633283196639896,0.03968794501888428,0.0
0.008402060579042525,0.33,0.152,0.08711847700260175,0.06137015069387292,0.10894062287164881,0.0
0.16951482279515567,0.66,0.012,0.027599170191062363,0.0,0.0,0.0
0.09135770364316319,0.33,0.252,0.15468372130339603,0.10670601924113858,0.2294904340288527,1.0
0.053603536666914336,0.33,0.124,0.0750610322181343,0.06548514345716151,0.14370627205745773,0.0
0.14068652945984103,0.66,0.1,0.09103141583284623,0.0,0.05467153736610736,0.0
0.19830534710354908,0.66,0.192,0.12026498871047232,0.14090302806708857,0.10370874868429199,1.0
0.08856527230849247,0.33,0.288,0.14723263303877407,0.13402105741124387,0.33397312859884837,1.0
0.10880389825890978,0.33,0.128,0.05141606207521003,0.0051082668785651444,0.3253358925143954,0.0
0.05928436981449836,0.33,0.152,0.07037329940744307,0.17424440219087892,0.00631539842734196,0.0
0.06932164350991901,0.33,0.148,0.04904354204632718,0.07870845985753612,0.02476626834251749,0.0
0.23336305322336975,0.66,0.112,0.004126121789361482,0.08982035928143713,0.17203269147421213,0.0
0.019570547588973922,0.33,0.228,0.07721578470813419,0.09961120413202032,0.7734505603368212,1.0
0.17339698343116133,0.66,0.028,0.04305837316187005,0.0,0.014085815119806822,0.0
0.1490204819575501,0.66,0.252,0.08946807413265481,0.1819110593977921,0.26097455265927805,0.0
0.05400351685365431,0.33,0.216,0.1581794633749384,0.14714646536311266,0.029348027985883228,1.0
0.12144290066126755,0.66,0.076,0.039690999323774484,0.0,0.1953439415516067,0.0
0.012952918740867327,0.33,0.22,0.11914176666781282,0.09864630927718024,0.1027180979505913,1.0
0.13719196572306017,0.66,0.044,0.036023335511008725,0.0,0.0,0.0
0.05708076380117394,0.33,0.16,0.14769911402996022,0.05654567641967251,0.19617980310816668,1.0
0.09856353864824034,0.33,0.124,0.0749005719263258,0.024760904730822715,0.06160609250201226,0.0
0.10937848279961365,0.33,0.08399999999999999,0.1665898749555869,0.03455174958140591,0.0,0.0
0.13631399063823466,0.66,0.1,0.11031415832846221,0.0,0.28145935236208286,0.0
0.04129826386309037,0.33,0.188,0.10481266260931357,0.1737520220223061,0.05191629001300229,1.0
0.2605332243604032,0.66,0.1,0.048046395947231486,0.04718052047563641,0.00631539842734196,0.0
0.07411397577828963,0.33,0.256,0.39293516258065997,0.0,0.27385301219738717,0.0
0.061817371275726285,0.33,0.12,0.06955953649898566,0.059951187672049266,0.0844220172125565,0.0
0.17953290239492783,0.66,0.124,0.05864823665600752,0.08397423163152369,0.0,0.0
0.12766550263764026,0.66,0.28400000000000003,0.18679870256392622,0.11949087606776967,0.1649433471611665,1.0
0.05195408276989375,0.33,0.092,0.0890096161560591,0.0,0.43043774379295396,1.0
0.0809495504866632,0.33,0.124,0.049994842347763295,0.07009677327808837,0.004334096959940561,0.0
